{'x': 1.58, 'y': 5.5, 'z': 0.67}
{'x': 1.57, 'y': 5.52, 'z': 0.71}
{'x': 1.58, 'y': 5.5, 'z': 0.72}
{'x': 1.58, 'y': 5.48, 'z': 0.71}
{'x': 1.57, 'y': 5.5, 'z': 0.72}
{'x': 1.58, 'y': 5.51, 'z': 0.71}
{'x': 1.59, 'y': 5.6, 'z': 0.75}
{'x': 1.62, 'y': 5.59, 'z': 0.49}
{'x': 1.65, 'y': 5.57, 'z': 0.26}
{'x': 1.68, 'y': 5.46, 'z': 0.19}
{'x': 1.69, 'y': 5.36, 'z': 0.1}
{'x': 1.73, 'y': 5.25, 'z': -0.1}
{'x': 1.76, 'y': 5.43, 'z': 0.33}
{'x': 1.76, 'y': 5.34, 'z': 0.31}
{'x': 1.87, 'y': 5.54, 'z': 0.6}
{'x': 1.95, 'y': 5.53, 'z': 0.42}
{'x': 1.95, 'y': 5.53, 'z': 0.62}
{'x': 2.0, 'y': 5.59, 'z': 0.79}
{'x': 2.02, 'y': 5.57, 'z': 0.89}
{'x': 2.1, 'y': 5.57, 'z': 0.94}
{'x': 2.17, 'y': 5.56, 'z': 0.57}
{'x': 2.23, 'y': 5.52, 'z': 0.73}
{'x': 2.22, 'y': 5.5, 'z': 0.78}
{'x': 2.26, 'y': 5.42, 'z': 0.55}
{'x': 2.27, 'y': 5.49, 'z': 0.74}
{'x': 2.31, 'y': 5.41, 'z': 0.85}
{'x': 2.33, 'y': 5.39, 'z': 0.94}
{'x': 2.39, 'y': 5.39, 'z': 0.68}
{'x': 2.41, 'y': 5.36, 'z': 0.8}
{'x': 2.45, 'y': 5.38, 'z': 0.89}
{'x': 2.48, 'y': 5.34, 'z': 0.92}
{'x': 2.5, 'y': 5.32, 'z': 0.99}
{'x': 2.56, 'y': 5.31, 'z': 0.96}
{'x': 2.61, 'y': 5.29, 'z': 0.99}
{'x': 2.67, 'y': 5.24, 'z': 0.98}
{'x': 2.71, 'y': 5.24, 'z': 0.9}
{'x': 2.71, 'y': 5.28, 'z': 0.83}
{'x': 2.8, 'y': 5.12, 'z': 0.42}
{'x': 3.06, 'y': 5.4, 'z': 0.58}
{'x': 3.05, 'y': 5.4, 'z': 0.61}
{'x': 3.08, 'y': 5.37, 'z': 0.44}
{'x': 3.05, 'y': 5.47, 'z': 0.39}
{'x': 3.03, 'y': 5.5, 'z': 0.6}
{'x': 2.97, 'y': 5.5, 'z': 0.8}
{'x': 2.94, 'y': 5.55, 'z': 0.94}
{'x': 2.97, 'y': 5.59, 'z': 0.37}
{'x': 3.03, 'y': 5.64, 'z': 0.86}
{'x': 3.12, 'y': 5.58, 'z': 0.95}
{'x': 3.11, 'y': 5.55, 'z': 0.93}
{'x': 3.11, 'y': 5.62, 'z': 0.99}
{'x': 3.16, 'y': 5.8, 'z': 1.08}
{'x': 3.25, 'y': 5.92, 'z': 0.95}
{'x': 3.22, 'y': 5.85, 'z': 0.92}
{'x': 3.26, 'y': 5.93, 'z': 1.08}
{'x': 3.15, 'y': 5.58, 'z': 0.91}
{'x': 3.08, 'y': 5.53, 'z': 1.07}
{'x': 3.25, 'y': 5.81, 'z': 1.14}
{'x': 3.27, 'y': 5.76, 'z': 1.08}
{'x': 3.29, 'y': 5.76, 'z': 1.1}
{'x': 3.3, 'y': 5.73, 'z': 1.11}
{'x': 3.33, 'y': 5.76, 'z': 1.14}
{'x': 3.38, 'y': 5.81, 'z': 1.14}
{'x': 3.38, 'y': 5.82, 'z': 1.23}
{'x': 3.34, 'y': 5.72, 'z': 1.21}
{'x': 3.39, 'y': 5.74, 'z': 1.23}
{'x': 3.35, 'y': 5.61, 'z': 1.18}
{'x': 3.38, 'y': 5.43, 'z': 1.19}
{'x': 3.38, 'y': 5.38, 'z': 1.01}
{'x': 3.4, 'y': 5.37, 'z': 1.01}
{'x': 0, 'y': 0, 'z': 0}
{'x': 3.46, 'y': 5.35, 'z': 0.99}
{'x': 3.44, 'y': 5.34, 'z': 0.96}
{'x': 3.43, 'y': 5.34, 'z': 0.91}
{'x': 3.4, 'y': 5.38, 'z': 0.99}
{'x': 3.43, 'y': 5.35, 'z': 1.0}
{'x': 3.41, 'y': 5.35, 'z': 0.96}
{'x': 3.45, 'y': 5.33, 'z': 1.0}
{'x': 3.51, 'y': 5.34, 'z': 0.56}
{'x': 3.5, 'y': 5.37, 'z': 0.78}
{'x': 3.6, 'y': 5.31, 'z': 1.01}
{'x': 3.65, 'y': 5.28, 'z': 1.16}
{'x': 3.71, 'y': 5.2, 'z': 1.28}
{'x': 3.65, 'y': 5.28, 'z': 1.23}
{'x': 3.63, 'y': 5.32, 'z': 1.2}
{'x': 3.68, 'y': 5.41, 'z': 1.17}
{'x': 3.71, 'y': 5.5, 'z': 1.1}
{'x': 3.71, 'y': 5.55, 'z': 1.13}
{'x': 3.75, 'y': 5.56, 'z': 1.18}
{'x': 3.76, 'y': 5.53, 'z': 1.23}
{'x': 3.79, 'y': 5.5, 'z': 1.13}
{'x': 3.91, 'y': 5.23, 'z': 0.63}
{'x': 3.9, 'y': 5.21, 'z': 0.67}
{'x': 3.89, 'y': 5.19, 'z': 0.64}
{'x': 3.89, 'y': 5.14, 'z': 0.57}
{'x': 3.87, 'y': 5.12, 'z': 0.6}
{'x': 3.85, 'y': 5.11, 'z': 0.58}
{'x': 3.87, 'y': 5.1, 'z': 0.58}
{'x': 3.96, 'y': 5.01, 'z': 0.24}
{'x': 3.92, 'y': 5.03, 'z': 0.35}
{'x': 3.83, 'y': 5.07, 'z': 0.54}
{'x': 3.81, 'y': 5.08, 'z': 0.63}
